id,idade,altura,peso,imc,sexo,escolaridade,profissao,fumante.f,fumante.n,salario,carros,filhos
327,43,1.61,59.33,22.89,F,Mestrado,Humanas,não,0,20826.11,2,0
328,28,1.4,51.19,26.12,F,Analfabeto,Humanas,não,0,473.15,2,0
329,43,1.61,59.51,22.96,F,3º Grau,Humanas,não,0,21264.83,0,0
330,30,1.44,52.4,25.27,M,Mestrado,Humanas,sim,1,3509.57,0,0
331,37,1.53,56.17,24,F,1º Grau,Humanas,sim,1,12924.7,0,0
332,41,1.59,58.59,23.18,F,PósDoc,Humanas,sim,1,18987.03,0,0
333,31,1.45,52.93,25.17,F,PósDoc,Humanas,sim,1,4812.58,1,0
334,39,1.56,57.22,23.51,F,1º Grau,Humanas,não,0,15544.39,2,0
335,34,1.49,54.65,24.62,M,Mestrado,Humanas,não,0,9120.26,2,0
336,27,1.39,50.46,26.12,M,2º Grau,Exatas,não,0,1352.13,0,1
337,33,1.47,53.92,24.95,F,Analfabeto,Exatas,não,0,7299.2,3,1
338,46,1.66,61.48,22.31,F,3º Grau,Humanas,não,0,26197.9,2,0
339,34,1.48,54.14,24.72,M,Mestrado,Exatas,sim,1,7858.69,2,1
340,29,1.42,51.73,25.65,M,3º Grau,Biológicas,não,0,1822.18,1,2
341,35,1.49,54.78,24.67,M,Mestrado,Exatas,sim,1,9459.77,1,1
342,37,1.53,56.32,24.06,M,2º Grau,Humanas,não,0,13301.42,0,0
343,42,1.6,58.82,22.98,M,1º Grau,Biológicas,não,0,19553.25,3,2
344,43,1.61,59.58,22.99,M,Analfabeto,Humanas,sim,1,21439.6,2,0
345,36,1.51,55.4,24.3,M,Doutorado,Exatas,não,0,11005.22,3,1
346,43,1.62,59.66,22.73,M,1º Grau,Exatas,não,0,21645.75,1,1
347,30,1.42,51.94,25.76,M,1º Grau,Humanas,não,0,2357.4,2,0
348,19,1.27,45.62,28.28,M,1º Grau,Humanas,sim,1,13445.13,1,0
349,32,1.45,53.11,25.26,M,2º Grau,Exatas,sim,1,5283.17,1,1
350,31,1.45,52.94,25.18,F,Mestrado,Biológicas,não,0,4841.45,2,2
351,19,1.27,45.74,28.36,M,Doutorado,Exatas,não,0,13160.36,0,1
352,39,1.56,57.25,23.52,M,Doutorado,Humanas,sim,1,15624.72,1,0
353,30,1.42,51.86,25.72,F,Mestrado,Humanas,não,0,2162.25,1,0
354,33,1.48,54.1,24.7,M,Doutorado,Humanas,sim,1,7739.46,2,0
355,24,1.34,48.65,27.09,F,Doutorado,Exatas,sim,1,5871.03,3,1
356,39,1.55,57.19,23.8,M,Mestrado,Exatas,sim,1,15475.24,1,1
357,48,1.69,62.56,21.9,F,Analfabeto,Exatas,não,0,28912.27,0,1
358,29,1.41,51.49,25.9,F,Doutorado,Humanas,sim,1,1219.23,0,0
359,34,1.49,54.55,24.57,F,PósDoc,Humanas,não,0,8874.41,3,0
360,49,1.69,62.79,21.98,M,PósDoc,Biológicas,sim,1,29487.13,3,2
361,42,1.59,58.74,23.23,F,PósDoc,Humanas,não,0,19338.16,2,0
362,48,1.69,62.65,21.94,F,Doutorado,Biológicas,não,0,29130.59,3,2
363,35,1.5,54.98,24.44,M,Analfabeto,Humanas,não,0,9947.66,2,0
364,34,1.48,54.39,24.83,F,1º Grau,Biológicas,não,0,8477.4,3,2
365,31,1.45,52.96,25.19,F,Analfabeto,Exatas,sim,1,4903.68,3,1
366,45,1.64,60.74,22.58,M,Doutorado,Biológicas,sim,1,24345.74,0,2
367,26,1.37,49.86,26.57,M,2º Grau,Exatas,sim,1,2858.39,2,1
368,37,1.53,56.23,24.02,F,PósDoc,Biológicas,não,0,13073.14,1,2
369,35,1.5,54.81,24.36,F,Doutorado,Humanas,sim,1,9536.81,0,0
370,51,1.73,64.01,21.39,M,1º Grau,Exatas,sim,1,32518.42,1,1
371,31,1.44,52.57,25.35,F,PósDoc,Humanas,sim,1,3919.66,2,0
372,24,1.35,48.96,26.86,F,3º Grau,Humanas,não,0,5092.88,2,0
373,37,1.52,55.93,24.21,M,Mestrado,Humanas,sim,1,12326.32,3,0
374,35,1.5,54.84,24.37,M,1º Grau,Biológicas,não,0,9603.51,1,2
375,29,1.42,51.64,25.61,M,Mestrado,Exatas,não,0,1608.75,1,1
376,36,1.51,55.53,24.35,F,Mestrado,Biológicas,não,0,11322.91,1,2
377,33,1.47,53.9,24.94,F,3º Grau,Exatas,sim,1,7244.75,3,1
378,30,1.43,52.28,25.57,M,Mestrado,Exatas,não,0,3212.41,3,1
379,39,1.55,57,23.73,M,3º Grau,Humanas,não,0,15008.36,2,0
380,33,1.47,53.67,24.84,F,Doutorado,Biológicas,não,0,6683.38,0,2
381,22,1.32,47.66,27.35,F,Doutorado,Exatas,não,0,8349.8,2,1
382,16,1.23,44.39,29.34,F,3º Grau,Humanas,não,0,16517.41,3,0
383,31,1.44,52.68,25.41,M,PósDoc,Biológicas,não,0,4194.18,1,2
384,45,1.65,60.82,22.34,M,3º Grau,Biológicas,não,0,24541.87,0,2
385,41,1.58,58.35,23.37,M,1º Grau,Exatas,não,0,18381.29,3,1
386,44,1.62,59.86,22.81,F,Mestrado,Biológicas,não,0,22150.54,0,2
387,42,1.6,58.93,23.02,M,PósDoc,Exatas,sim,1,19825.05,1,1
388,37,1.53,56.26,24.03,M,3º Grau,Biológicas,não,0,13157.64,0,2
389,24,1.35,48.97,26.87,F,Mestrado,Exatas,sim,1,5070.63,3,1
390,36,1.52,55.82,24.16,F,3º Grau,Humanas,sim,1,12055.7,1,0
391,46,1.66,61.39,22.28,M,Doutorado,Humanas,sim,1,25972.28,3,0
392,11,1.16,41.42,30.78,F,3º Grau,Humanas,sim,1,23960.64,3,0
393,30,1.42,51.87,25.72,F,Analfabeto,Exatas,sim,1,2186.48,2,1
394,43,1.61,59.41,22.92,M,1º Grau,Exatas,não,0,21024.65,0,1
395,39,1.55,57.11,23.77,F,1º Grau,Biológicas,não,0,15287.45,1,2
396,41,1.58,58.16,23.3,F,3º Grau,Exatas,sim,1,17893.94,3,1
397,38,1.55,56.83,23.65,M,1º Grau,Exatas,não,0,14571,0,1
398,39,1.55,57.16,23.79,M,PósDoc,Exatas,não,0,15388.33,3,1
399,35,1.5,55.06,24.47,M,2º Grau,Humanas,não,0,10146.43,2,0
400,29,1.41,51.33,25.82,F,2º Grau,Exatas,não,0,835.11,1,1
401,26,1.38,50.09,26.3,F,1º Grau,Humanas,sim,1,2268.15,3,0
402,35,1.5,55.14,24.51,F,Analfabeto,Exatas,não,0,10361.53,0,1
403,32,1.46,53.31,25.01,M,1º Grau,Humanas,sim,1,5786.07,1,0
404,29,1.41,51.4,25.85,F,Mestrado,Humanas,sim,1,1006.36,0,0
405,38,1.54,56.67,23.9,F,Doutorado,Biológicas,não,0,14174.41,1,2
406,36,1.52,55.61,24.07,M,PósDoc,Exatas,não,0,11534.45,0,1
407,45,1.65,60.85,22.35,M,1º Grau,Biológicas,sim,1,24632.83,1,2
408,27,1.39,50.51,26.14,F,3º Grau,Humanas,não,0,1215.02,0,0
409,31,1.45,52.93,25.17,F,3º Grau,Humanas,não,0,4822.12,3,0
410,34,1.49,54.7,24.64,M,Analfabeto,Humanas,não,0,9250.53,0,0
411,25,1.36,49.37,26.69,F,1º Grau,Humanas,sim,1,4077.9,0,0
412,33,1.47,53.86,24.92,F,1º Grau,Biológicas,sim,1,7152.94,2,2
413,30,1.43,52.17,25.51,F,PósDoc,Biológicas,sim,1,2918.29,2,2
414,20,1.29,46.41,27.89,M,Mestrado,Humanas,não,0,11476.39,0,0
415,33,1.47,53.86,24.92,F,PósDoc,Exatas,sim,1,7161.63,3,1
416,31,1.45,52.86,25.14,F,PósDoc,Biológicas,não,0,4659.28,2,2
417,43,1.61,59.53,22.97,M,3º Grau,Biológicas,não,0,21330.1,3,2
418,31,1.44,52.58,25.36,F,1º Grau,Humanas,sim,1,3959.31,3,0
419,39,1.56,57.23,23.52,M,Mestrado,Exatas,não,0,15575.12,2,1
420,36,1.51,55.57,24.37,F,Doutorado,Exatas,não,0,11426.29,2,1
421,26,1.38,50.05,26.28,F,2º Grau,Biológicas,sim,1,2368.6,1,2
422,38,1.54,56.5,23.82,M,Doutorado,Humanas,sim,1,13741.44,2,0
423,34,1.49,54.58,24.58,F,2º Grau,Biológicas,não,0,8939.14,0,2
424,36,1.52,55.66,24.09,M,Doutorado,Biológicas,não,0,11660.62,3,2
425,40,1.57,57.63,23.38,M,Doutorado,Humanas,sim,1,16580.35,1,0
426,36,1.51,55.46,24.32,F,1º Grau,Exatas,não,0,11139.63,2,1
427,46,1.66,61.34,22.26,M,3º Grau,Humanas,não,0,25851.59,2,0
428,36,1.51,55.46,24.32,F,1º Grau,Humanas,não,0,11155.53,0,0
429,26,1.37,49.98,26.63,M,Doutorado,Exatas,não,0,2539.99,3,1
430,40,1.57,57.97,23.52,M,3º Grau,Exatas,não,0,17418.65,3,1
431,26,1.38,50.11,26.31,F,Doutorado,Biológicas,sim,1,2229.02,1,2
432,22,1.31,47.32,27.57,M,1º Grau,Humanas,sim,1,9188.94,2,0
433,29,1.42,51.76,25.67,M,Mestrado,Biológicas,não,0,1900.64,0,2
434,30,1.43,52.02,25.44,M,Mestrado,Exatas,sim,1,2553.23,2,1
435,31,1.44,52.57,25.35,M,PósDoc,Exatas,não,0,3924.94,3,1
436,46,1.66,61.43,22.29,M,3º Grau,Biológicas,não,0,26067.6,1,2
437,46,1.66,61.54,22.33,F,2º Grau,Exatas,não,0,26355.99,2,1
438,40,1.57,57.9,23.49,M,1º Grau,Humanas,sim,1,17260.91,2,0
439,26,1.37,49.9,26.59,M,Mestrado,Exatas,sim,1,2738.35,0,1
440,35,1.5,55.09,24.48,F,Doutorado,Exatas,não,0,10231.47,1,1
441,38,1.55,56.95,23.7,F,3º Grau,Exatas,sim,1,14871.21,0,1
442,34,1.49,54.45,24.53,M,3º Grau,Biológicas,sim,1,8629.72,2,2
443,36,1.52,55.69,24.1,M,2º Grau,Exatas,sim,1,11717.45,3,1
444,28,1.41,51.22,25.76,F,1º Grau,Exatas,não,0,552.06,1,1
445,26,1.37,49.85,26.56,M,Doutorado,Humanas,sim,1,2876.2,0,0
446,45,1.64,60.63,22.54,M,Doutorado,Humanas,não,0,24077.66,3,0
447,37,1.53,56.07,23.95,M,Analfabeto,Exatas,sim,1,12673.73,3,1
448,32,1.46,53.37,25.04,F,Doutorado,Exatas,não,0,5916.02,0,1
449,37,1.53,56.3,24.05,F,Analfabeto,Humanas,não,0,13252.71,0,0
450,49,1.71,63.25,21.63,M,1º Grau,Biológicas,não,0,30624.81,3,2
451,38,1.54,56.45,23.8,M,Mestrado,Exatas,não,0,13626.67,3,1
452,45,1.64,60.65,22.55,M,Mestrado,Humanas,sim,1,24114.05,1,0
453,45,1.64,60.47,22.48,F,Doutorado,Biológicas,sim,1,23675.44,1,2
454,32,1.46,53.37,25.04,F,2º Grau,Biológicas,sim,1,5928.24,2,2
455,40,1.58,58.05,23.25,F,PósDoc,Biológicas,sim,1,17625.42,3,2
456,30,1.43,52.4,25.62,M,3º Grau,Humanas,sim,1,3487.99,0,0
457,25,1.35,49.11,26.95,M,3º Grau,Humanas,não,0,4736.56,0,0
458,27,1.38,50.19,26.35,M,2º Grau,Humanas,não,0,2016.66,0,0
459,34,1.49,54.41,24.51,F,PósDoc,Humanas,não,0,8512.8,1,0
460,48,1.68,62.19,22.03,F,Doutorado,Biológicas,não,0,27970.62,3,2
461,36,1.51,55.42,24.31,F,Analfabeto,Exatas,não,0,11048.09,3,1
462,29,1.42,51.79,25.68,F,3º Grau,Biológicas,sim,1,1971.62,1,2
463,37,1.52,55.92,24.2,F,1º Grau,Humanas,não,0,12303.75,3,0
464,40,1.57,57.79,23.45,M,PósDoc,Humanas,não,0,16979.75,2,0
465,26,1.37,49.82,26.54,M,1º Grau,Biológicas,não,0,2952.02,2,2
466,28,1.39,50.78,26.28,F,Analfabeto,Humanas,não,0,546.8,3,0
467,21,1.31,47.23,27.52,M,Analfabeto,Exatas,não,0,9416.07,1,1
468,26,1.37,49.92,26.6,M,PósDoc,Humanas,não,0,2695.61,3,0
469,29,1.41,51.45,25.88,F,3º Grau,Exatas,não,0,1125.61,3,1
470,33,1.47,53.83,24.91,M,PósDoc,Exatas,não,0,7080.84,0,1
471,45,1.64,60.64,22.55,F,2º Grau,Biológicas,não,0,24100.94,1,2
472,41,1.59,58.55,23.16,M,Mestrado,Biológicas,não,0,18886.41,2,2
473,37,1.53,56.09,23.96,F,Analfabeto,Biológicas,não,0,12729.74,3,2
474,31,1.44,52.73,25.43,F,PósDoc,Exatas,sim,1,4333.59,2,1
475,35,1.5,54.84,24.37,F,Mestrado,Humanas,não,0,9597.93,2,0
476,39,1.55,57.19,23.8,M,3º Grau,Humanas,sim,1,15476.12,2,0
477,31,1.45,52.98,25.2,M,3º Grau,Humanas,não,0,4959.67,1,0
478,42,1.61,59.24,22.85,F,3º Grau,Exatas,não,0,20590.7,1,1
479,43,1.61,59.39,22.91,F,1º Grau,Humanas,sim,1,20974.54,1,0
480,27,1.38,50.33,26.43,F,1º Grau,Humanas,não,0,1665.05,0,0
481,30,1.43,52.01,25.43,F,2º Grau,Humanas,não,0,2530.89,3,0
482,43,1.62,59.83,22.8,F,PósDoc,Exatas,não,0,22067.39,0,1
483,23,1.33,48.25,27.28,M,Analfabeto,Humanas,sim,1,6872.2,3,0
484,38,1.54,56.68,23.9,F,Doutorado,Humanas,não,0,14197.1,2,0
485,37,1.52,55.93,24.21,M,Mestrado,Humanas,não,0,12334.99,1,0
486,57,1.82,67.78,20.46,M,PósDoc,Exatas,não,0,41959.01,1,1
487,16,1.23,44.08,29.14,M,3º Grau,Humanas,sim,1,17296.8,3,0
488,29,1.42,51.64,25.61,F,Analfabeto,Humanas,sim,1,1592.04,0,0
489,40,1.57,57.7,23.41,F,Mestrado,Exatas,sim,1,16740.29,1,1
490,47,1.67,61.7,22.12,F,Doutorado,Humanas,não,0,26743.27,1,0
491,41,1.58,58.36,23.38,M,3º Grau,Exatas,não,0,18396.87,2,1
492,25,1.36,49.29,26.65,F,2º Grau,Humanas,sim,1,4283.68,2,0
493,51,1.72,63.96,21.62,F,Mestrado,Exatas,sim,1,32393.88,1,1
494,23,1.32,47.97,27.53,M,Analfabeto,Humanas,não,0,7572.66,3,0
495,27,1.39,50.55,26.16,M,3º Grau,Humanas,não,0,1130.16,3,0
496,35,1.5,54.83,24.37,F,Mestrado,Exatas,não,0,9568.6,3,1
497,51,1.72,63.9,21.6,F,Mestrado,Biológicas,não,0,32255.87,3,2
498,39,1.55,57.03,23.74,F,PósDoc,Biológicas,não,0,15063.17,1,2
499,40,1.57,57.92,23.5,F,2º Grau,Humanas,não,0,17303.96,3,0
500,47,1.67,61.91,22.2,M,Mestrado,Humanas,não,0,27280.78,1,0
501,42,1.6,58.94,23.02,F,PósDoc,Exatas,sim,1,19847.8,1,1
502,26,1.38,50.1,26.31,M,3º Grau,Biológicas,sim,1,2247.38,2,2
503,40,1.57,57.84,23.47,M,Doutorado,Humanas,sim,1,17097.26,0,0
504,34,1.49,54.56,24.58,F,2º Grau,Exatas,não,0,8907.8,2,1
505,47,1.68,62.13,22.01,M,3º Grau,Exatas,sim,1,27826.08,1,1
506,33,1.48,54.03,24.67,M,2º Grau,Exatas,sim,1,7565.55,2,1
507,24,1.35,48.89,26.83,M,Analfabeto,Humanas,sim,1,5271.07,0,0
508,38,1.55,56.97,23.71,F,3º Grau,Biológicas,sim,1,14918.34,0,2
509,37,1.54,56.42,23.79,M,PósDoc,Exatas,não,0,13545.04,2,1
510,35,1.5,54.93,24.41,F,2º Grau,Humanas,sim,1,9823.74,3,0
511,28,1.39,50.77,26.28,F,3º Grau,Exatas,não,0,565.5,3,1
512,29,1.42,51.64,25.61,F,Doutorado,Humanas,sim,1,1610.85,0,0
513,35,1.5,54.95,24.42,M,Doutorado,Exatas,sim,1,9873.74,2,1
514,42,1.6,59.15,23.11,M,Mestrado,Humanas,não,0,20381.1,3,0
515,32,1.46,53.54,25.12,F,1º Grau,Humanas,não,0,6355.42,2,0
516,29,1.41,51.51,25.91,F,Doutorado,Biológicas,sim,1,1285.51,0,2
517,16,1.23,44.18,29.2,F,Doutorado,Humanas,não,0,17042.03,0,0
518,38,1.55,56.98,23.72,M,1º Grau,Biológicas,não,0,14942.5,2,2
519,38,1.54,56.71,23.91,M,2º Grau,Humanas,não,0,14273.4,3,0
520,44,1.63,60.24,22.67,F,1º Grau,Biológicas,não,0,23091.91,0,2
521,45,1.65,60.87,22.36,F,PósDoc,Biológicas,sim,1,24667.23,0,2
522,34,1.49,54.43,24.52,F,Analfabeto,Exatas,não,0,8569.44,0,1
523,44,1.63,60.19,22.65,F,PósDoc,Humanas,não,0,22985.14,3,0
524,35,1.5,55.01,24.45,F,1º Grau,Exatas,sim,1,10013.14,0,1
525,30,1.43,52.29,25.57,F,PósDoc,Exatas,não,0,3235.9,0,1
526,29,1.42,51.61,25.6,F,PósDoc,Exatas,sim,1,1518.03,2,1
527,33,1.47,53.61,24.81,F,Analfabeto,Exatas,não,0,6530.59,1,1
528,37,1.52,55.91,24.2,F,1º Grau,Exatas,não,0,12274.79,3,1
529,35,1.5,54.89,24.4,M,Doutorado,Exatas,não,0,9725.99,2,1
530,36,1.52,55.8,24.15,M,Mestrado,Exatas,não,0,12008.78,0,1
531,36,1.52,55.8,24.15,M,1º Grau,Humanas,não,0,11989.43,0,0
532,40,1.57,57.86,23.47,M,Analfabeto,Humanas,não,0,17145.99,0,0
533,33,1.47,53.91,24.95,M,Analfabeto,Exatas,não,0,7268.18,3,1
534,46,1.66,61.54,22.33,F,Analfabeto,Biológicas,sim,1,26353.47,0,2
535,38,1.54,56.75,23.93,M,Analfabeto,Humanas,não,0,14376.94,3,0
536,27,1.38,50.23,26.38,M,Mestrado,Humanas,sim,1,1935.36,0,0
537,33,1.47,53.89,24.94,F,Analfabeto,Humanas,não,0,7233.5,2,0
538,39,1.55,57.06,23.75,F,Doutorado,Exatas,não,0,15158.83,3,1
539,32,1.46,53.36,25.03,M,Analfabeto,Exatas,sim,1,5889.45,1,1
540,37,1.53,56.38,24.08,M,Analfabeto,Humanas,não,0,13449.95,3,0
541,38,1.54,56.74,23.92,F,1º Grau,Biológicas,não,0,14343.96,2,2
542,44,1.63,60.21,22.66,M,1º Grau,Exatas,não,0,23034.78,2,1
543,30,1.43,52.39,25.62,M,Analfabeto,Exatas,sim,1,3483.04,1,1
544,35,1.5,54.93,24.41,M,Analfabeto,Biológicas,não,0,9831.19,1,2
545,31,1.44,52.73,25.43,M,PósDoc,Humanas,sim,1,4323.08,2,0
546,27,1.39,50.49,26.13,F,Doutorado,Biológicas,não,0,1271.33,0,2
547,22,1.32,47.6,27.32,M,1º Grau,Biológicas,sim,1,8489.7,2,2
548,36,1.52,55.78,24.14,M,Mestrado,Exatas,sim,1,11955.29,2,1
549,39,1.56,57.41,23.59,M,PósDoc,Humanas,sim,1,16015.65,3,0
550,39,1.56,57.56,23.65,F,2º Grau,Biológicas,sim,1,16391.58,0,2
551,25,1.36,49.44,26.73,M,Analfabeto,Exatas,não,0,3899.93,2,1
552,27,1.39,50.48,26.13,M,Analfabeto,Humanas,não,0,1296.78,0,0
553,27,1.39,50.44,26.11,F,PósDoc,Exatas,sim,1,1411.54,1,1
554,30,1.43,52.25,25.55,M,2º Grau,Humanas,não,0,3113.29,1,0
555,36,1.52,55.68,24.1,M,1º Grau,Exatas,sim,1,11701.98,0,1
556,39,1.56,57.38,23.58,M,Analfabeto,Humanas,sim,1,15944.83,3,0
557,29,1.42,51.74,25.66,F,1º Grau,Biológicas,não,0,1849.67,3,2
558,15,1.21,43.54,29.74,M,1º Grau,Exatas,não,0,18643.47,1,1
559,42,1.6,58.82,22.98,F,Doutorado,Biológicas,não,0,19538.23,1,2
560,39,1.56,57.46,23.61,M,Doutorado,Humanas,sim,1,16152.85,2,0
561,30,1.43,52.2,25.53,M,3º Grau,Exatas,não,0,2991.29,2,1
562,27,1.39,50.71,26.25,F,Analfabeto,Humanas,sim,1,736.61,2,0
563,33,1.47,53.8,24.9,M,3º Grau,Humanas,sim,1,7000.09,1,0
564,36,1.51,55.43,24.31,M,Doutorado,Exatas,sim,1,11081.07,0,1
565,40,1.57,57.89,23.49,F,1º Grau,Humanas,não,0,17232.01,3,0
566,45,1.64,60.56,22.52,F,2º Grau,Biológicas,sim,1,23900.95,0,2
567,29,1.42,51.6,25.59,M,3º Grau,Biológicas,sim,1,1511.17,3,2
568,37,1.53,56.16,23.99,M,PósDoc,Exatas,não,0,12907.23,0,1
569,44,1.63,60.34,22.71,M,1º Grau,Biológicas,não,0,23341.76,1,2
570,29,1.41,51.39,25.85,M,2º Grau,Biológicas,não,0,986.58,0,2
571,33,1.48,54.11,24.7,F,2º Grau,Humanas,não,0,7772.37,2,0
572,23,1.32,47.91,27.5,M,Doutorado,Exatas,sim,1,7714.68,2,1
573,37,1.53,56.15,23.99,M,1º Grau,Exatas,não,0,12874.22,1,1
574,31,1.44,52.44,25.29,M,Doutorado,Biológicas,sim,1,3588.08,0,2
575,29,1.41,51.3,25.8,F,3º Grau,Biológicas,não,0,750.62,0,2
576,30,1.42,51.88,25.73,F,Doutorado,Exatas,não,0,2200.23,1,1
577,38,1.54,56.78,23.94,M,1º Grau,Humanas,não,0,14445.03,0,0
578,20,1.28,46.35,28.29,M,3º Grau,Biológicas,não,0,11624.69,2,2
579,32,1.46,53.3,25,F,Analfabeto,Humanas,não,0,5744.89,0,0
580,28,1.4,50.95,25.99,F,PósDoc,Exatas,sim,1,137.18,1,1
581,28,1.4,51.15,26.1,M,3º Grau,Exatas,sim,1,378.81,3,1
582,38,1.55,56.9,23.68,M,Doutorado,Biológicas,não,0,14746.35,3,2
583,37,1.54,56.41,23.79,M,PósDoc,Biológicas,não,0,13517.54,1,2
584,34,1.49,54.57,24.58,F,Analfabeto,Exatas,não,0,8929.8,0,1
585,39,1.55,57.15,23.79,M,PósDoc,Humanas,não,0,15375.17,1,0
586,31,1.44,52.59,25.36,F,Analfabeto,Humanas,não,0,3978.95,1,0
587,21,1.3,46.91,27.76,M,PósDoc,Biológicas,não,0,10232.98,2,2
588,43,1.62,59.62,22.72,F,Mestrado,Biológicas,sim,1,21544.21,3,2
589,33,1.48,54.08,24.69,M,2º Grau,Exatas,sim,1,7693.07,2,1
590,32,1.46,53.54,25.12,M,Doutorado,Exatas,não,0,6349.11,3,1
591,36,1.52,55.63,24.08,F,Mestrado,Biológicas,sim,1,11575.18,2,2
592,40,1.58,58.06,23.26,M,1º Grau,Biológicas,sim,1,17659.32,1,2
593,38,1.54,56.7,23.91,M,Mestrado,Biológicas,não,0,14260.87,1,2
594,41,1.59,58.71,23.22,M,3º Grau,Biológicas,não,0,19272.65,0,2
595,35,1.5,55.18,24.52,F,PósDoc,Humanas,não,0,10461.35,2,0
596,31,1.45,52.98,25.2,M,1º Grau,Humanas,sim,1,4957.14,0,0
597,33,1.47,53.8,24.9,M,Mestrado,Exatas,não,0,6995.51,3,1
598,41,1.58,58.29,23.35,F,2º Grau,Biológicas,sim,1,18229.16,3,2
599,29,1.42,51.6,25.59,M,1º Grau,Exatas,não,0,1507.31,3,1
600,28,1.4,51.19,26.12,M,PósDoc,Humanas,não,0,463.9,0,0
601,37,1.53,56.25,24.03,M,Mestrado,Humanas,não,0,13134.79,2,0
602,39,1.56,57.45,23.61,F,Analfabeto,Exatas,não,0,16124.73,1,1
603,23,1.33,48.24,27.27,F,PósDoc,Biológicas,não,0,6910.83,1,2
604,40,1.58,58.14,23.29,F,Analfabeto,Humanas,não,0,17846.99,3,0
605,35,1.5,55.05,24.47,F,Doutorado,Humanas,não,0,10119.25,3,0
606,34,1.48,54.27,24.78,F,PósDoc,Biológicas,não,0,8187.45,3,2
607,43,1.61,59.43,22.93,M,3º Grau,Exatas,sim,1,21069.54,3,1
608,45,1.65,60.92,22.38,F,Doutorado,Exatas,não,0,24793.95,1,1
609,27,1.39,50.41,26.09,F,Analfabeto,Biológicas,não,0,1473.99,2,2
610,42,1.6,59.05,23.07,M,2º Grau,Biológicas,não,0,20116.54,2,2
611,31,1.44,52.47,25.3,F,2º Grau,Exatas,não,0,3679.31,0,1
612,36,1.51,55.53,24.35,M,1º Grau,Exatas,sim,1,11323.61,3,1
613,38,1.55,56.92,23.69,F,2º Grau,Humanas,não,0,14809.26,3,0
614,36,1.51,55.53,24.35,F,2º Grau,Exatas,não,0,11331.78,2,1
615,25,1.35,49.15,26.97,F,2º Grau,Humanas,sim,1,4628.64,3,0
616,31,1.45,52.97,25.19,M,1º Grau,Humanas,não,0,4935.98,0,0
617,46,1.65,61.16,22.46,M,PósDoc,Humanas,não,0,25396.63,1,0
618,36,1.52,55.69,24.1,M,Doutorado,Humanas,sim,1,11727.94,0,0
619,29,1.42,51.66,25.62,M,3º Grau,Exatas,sim,1,1641.76,0,1
620,30,1.43,52.38,25.61,M,PósDoc,Humanas,não,0,3440.71,0,0
621,42,1.61,59.23,22.85,F,PósDoc,Humanas,sim,1,20575.66,3,0
622,37,1.53,56.38,24.08,F,2º Grau,Exatas,não,0,13460.83,2,1
623,29,1.41,51.41,25.86,F,3º Grau,Biológicas,sim,1,1028.13,3,2
624,35,1.5,55.03,24.46,F,Doutorado,Exatas,sim,1,10062.65,0,1
625,39,1.56,57.39,23.58,M,Analfabeto,Exatas,não,0,15966.71,1,1
626,47,1.67,61.89,22.19,M,1º Grau,Biológicas,sim,1,27225.52,1,2
627,29,1.41,51.47,25.89,F,Mestrado,Biológicas,não,0,1182.51,2,2
628,32,1.46,53.48,25.09,F,1º Grau,Biológicas,sim,1,6200.54,1,2
629,42,1.6,58.98,23.04,F,PósDoc,Humanas,não,0,19961.1,3,0
630,32,1.45,53.16,25.28,F,3º Grau,Biológicas,não,0,5408.79,0,2
631,45,1.65,60.84,22.35,M,1º Grau,Biológicas,sim,1,24602.66,0,2
632,42,1.6,59.17,23.11,M,Doutorado,Humanas,não,0,20432.46,0,0
633,23,1.33,48.36,27.34,M,2º Grau,Humanas,não,0,6590.41,2,0
634,38,1.54,56.7,23.91,F,Doutorado,Exatas,não,0,14239.58,2,1
635,25,1.36,49.32,26.67,F,2º Grau,Biológicas,sim,1,4191.63,3,2
636,25,1.35,49.14,26.96,F,1º Grau,Humanas,sim,1,4646.92,2,0
637,35,1.51,55.28,24.24,M,2º Grau,Exatas,não,0,10704.21,3,1
638,35,1.51,55.23,24.22,F,PósDoc,Humanas,sim,1,10566.98,2,0
639,35,1.5,54.87,24.39,M,2º Grau,Humanas,não,0,9672.92,1,0
640,44,1.63,60.06,22.61,M,Analfabeto,Humanas,não,0,22642.81,2,0
641,37,1.53,56.18,24,M,2º Grau,Humanas,não,0,12949.88,1,0
642,30,1.43,52.31,25.58,M,3º Grau,Exatas,não,0,3269.13,0,1
643,36,1.51,55.48,24.33,F,2º Grau,Exatas,não,0,11195.88,3,1
644,31,1.45,52.94,25.18,M,3º Grau,Exatas,sim,1,4856.03,2,1
645,35,1.49,54.73,24.65,M,Mestrado,Exatas,não,0,9318.88,3,1
646,27,1.39,50.41,26.09,F,Analfabeto,Humanas,não,0,1480.12,3,0
647,34,1.49,54.54,24.57,M,3º Grau,Biológicas,não,0,8847.56,2,2
648,36,1.51,55.41,24.3,M,Doutorado,Exatas,sim,1,11029.36,2,1
649,30,1.43,52.19,25.52,F,Mestrado,Exatas,não,0,2982.57,3,1
650,35,1.5,55.16,24.52,F,Mestrado,Humanas,sim,1,10412.31,1,0
651,30,1.44,52.4,25.27,F,3º Grau,Biológicas,não,0,3512.32,3,2
652,30,1.44,52.42,25.28,F,2º Grau,Exatas,sim,1,3559.92,2,1
